target,ids,date,flag,user,text
0,1553431413,Sat Apr 18 14:14:57 PDT 2009,NO_QUERY,DonWrightDesign,wondering what happened to the couple I'm supposed to be shooting engagement photos of right now . . . no phone contact for 1 hr.
1,1468461939,Tue Apr 07 01:48:56 PDT 2009,NO_QUERY,garethjl,"Gotta love Viz: &quot;don't know why everyone's so pleased America has a black president. Zimbabwe's had one for years, and he's shit!&quot;"
0,1573475725,Tue Apr 21 01:20:54 PDT 2009,NO_QUERY,nocturnalie,"@Jenny__Smith Oh, Jenny. Don't be so down on him. He's doing his best. Which, okay, isn't very good... but give him a chance."
0,1678876036,Sat May 02 07:57:38 PDT 2009,NO_QUERY,marjamma,@pennydog sorry you're doing so badly
1,1557307699,Sun Apr 19 03:17:34 PDT 2009,NO_QUERY,jayhellwig,On the road to my wifes 1st triathlon. If I do not update in 6 hrs. Call the paramedics.
1,1677826819,Sat May 02 04:11:51 PDT 2009,NO_QUERY,imradge,"has been having some Seamus fun this morning, with cake and icing!"
1,1557122049,Sun Apr 19 02:08:03 PDT 2009,NO_QUERY,kcolbin,"Only 7 away from 1000! What a random, arbitrary milestone to get excited about"
0,1548579077,Fri Apr 17 21:21:08 PDT 2009,NO_QUERY,Jenehhh,@hawpunch I hope not too! Maybe its cause I'm tired from the work week. Hopefully tmrw I'll be ok.
1,1677924533,Sat May 02 04:42:00 PDT 2009,NO_QUERY,cathyflannery,I get home later from work than I do on a night out. Killlerrr! Lunch with H today lovelove x
1,1681103764,Sat May 02 13:13:21 PDT 2009,NO_QUERY,JeremyGould,@marxculture how novel
0,1469187537,Tue Apr 07 05:32:11 PDT 2009,NO_QUERY,keishaaa,@marpagan what happened?
0,1554070919,Sat Apr 18 15:59:26 PDT 2009,NO_QUERY,CCarlie,@davedays it isnt very pretty where i am today
1,1564383147,Mon Apr 20 03:13:25 PDT 2009,NO_QUERY,Isabel9,Setting up my Twitter account and arguing with my kids.
0,1686326016,Sun May 03 04:55:22 PDT 2009,NO_QUERY,GrantGochnauer,I called comEd and apparently power is out in a huge area. Eta 2 hours
1,1573582121,Tue Apr 21 01:51:34 PDT 2009,NO_QUERY,ratz2,@iamkhayyam Is this the race to zero? LOL
0,1676121485,Fri May 01 21:09:17 PDT 2009,NO_QUERY,jessica001,"I want to start playing Tales of Vesperia, but I'm tired"
1,1470014029,Tue Apr 07 08:05:28 PDT 2009,NO_QUERY,tarayqueen,@BeinCent Hello!
1,1565998200,Mon Apr 20 08:00:23 PDT 2009,NO_QUERY,Jamiew09,"@bifferlicious Good morning, have some food"
1,1553080955,Sat Apr 18 13:19:23 PDT 2009,NO_QUERY,daniellexox,@ddlovato oh demi. that sure was a knee slapper.
1,1557699215,Sun Apr 19 05:34:26 PDT 2009,NO_QUERY,gemmalemma,im in the garden i like wirelesssss
0,1693647560,Sun May 03 23:15:40 PDT 2009,NO_QUERY,mxwong90,"@cliuless i'm dyinggggggg. finally on the 2nd half of my final paper, but still need to study for math and my other final, both tomorrow!"
0,1680123080,Sat May 02 10:57:26 PDT 2009,NO_QUERY,josue_ibanez,No presents for my friends in BCN everything is close in Mexico City. One more day for mi flight
0,1548636300,Fri Apr 17 21:31:08 PDT 2009,NO_QUERY,missmariant,i wanna make friends at twitter but enybody follow me just 6?? thts's nothing
0,1564830880,Mon Apr 20 05:04:22 PDT 2009,NO_QUERY,lisachaves,This laptop sucks
1,1676971835,Fri May 01 23:55:45 PDT 2009,NO_QUERY,PeaceTraining,Happy Birthday!
1,1691861225,Sun May 03 18:46:00 PDT 2009,NO_QUERY,scott_lowe,"@Beaker I guess you don't recall meeting me in Vegas at VMworld last year, eh?"
0,1693534694,Sun May 03 22:52:07 PDT 2009,NO_QUERY,alancthulhukid,@lifegrd31 I know. I have issues balancing supporting my friends &amp; feeling weird about paying them to dance around naked for me.
0,1675789700,Fri May 01 20:20:07 PDT 2009,NO_QUERY,ObsessedWithBey,NEEDS MORE FOLLWERSZ
0,1558048111,Sun Apr 19 07:04:23 PDT 2009,NO_QUERY,finnaginn01,Ugh. Rafa hasn't dropped a set @ Monte Carlo since the final in 06 &amp; he does it 2day against Djokovic? Ugh again.
1,1564754800,Mon Apr 20 04:48:31 PDT 2009,NO_QUERY,clozano,"@DoubleDuece I hope you're ashamed of working hard , making money for family and spending it responsibly."
1,1470152957,Tue Apr 07 08:30:21 PDT 2009,NO_QUERY,LooseWireStudio,"I have a TON of Etsy Crushes. With proper boundaries, of course."
0,1679269993,Sat May 02 08:57:09 PDT 2009,NO_QUERY,acidicice,@snappingturtle i also want chocolate!
0,1565987719,Mon Apr 20 07:59:06 PDT 2009,NO_QUERY,phaol,@natalie_db you looked like you might cry
1,1548348359,Fri Apr 17 20:42:25 PDT 2009,NO_QUERY,espanto107,@cmar82 u best get some free drinks mama!!!!!!! N drink some 4 me puta!!!!
1,1558506997,Sun Apr 19 08:35:11 PDT 2009,NO_QUERY,Ana_Stev,"@ Alyssa_Milano Watched &quot;Fear&quot;,great performance"
1,1554046755,Sat Apr 18 15:55:22 PDT 2009,NO_QUERY,oxzandraaa,I got Eminem's &quot;We Made You&quot; stuck in my head... Rapids Water Park is Fun!!
1,1685194246,Sat May 02 23:24:23 PDT 2009,NO_QUERY,ReemTeam,@chanel_amil lol same shittt ur a realllll cutiiee
1,1468834086,Tue Apr 07 03:58:44 PDT 2009,NO_QUERY,BlackEmpress90,making some lunch
0,1551670153,Sat Apr 18 09:40:10 PDT 2009,NO_QUERY,realpants,Flight delayed
0,1770549289,Mon May 11 21:38:22 PDT 2009,NO_QUERY,CarlyAn,Feeling so anxious right now. gtfo anxiety
0,1751715708,Sat May 09 20:06:13 PDT 2009,NO_QUERY,MzYummyDread,no dutty whine for me
0,1687857953,Sun May 03 09:45:45 PDT 2009,NO_QUERY,Trekker73,@tyrustyhood DUDE...you have GOT to use your phone. I took my bike to work this morn and road at Davidson. thought about U before
0,1792177753,Wed May 13 22:21:39 PDT 2009,NO_QUERY,JoannaZuckla,@Starrynightobx i'm working unfortunately
1,1552004966,Sat Apr 18 10:32:16 PDT 2009,NO_QUERY,carisa_fl,Classic movie on tv. Love Clueless. Makes me happy and reminds me how much I love Paul Rudd &amp; how much weight Jeremy Sisto has put on.
1,1686390230,Sun May 03 05:13:05 PDT 2009,NO_QUERY,ImSkylarKolour,"Had another wild nite! Went to Palm Springs, visit my ExBunni &amp; viewed his new home in the O.C. then to the Marina, now Sunset Plaza."
1,1685855740,Sun May 03 02:26:35 PDT 2009,NO_QUERY,shimenawa,hey guys just here on my bed listening to the one and only ....bjï¿½rk
1,1556775220,Sun Apr 19 00:17:08 PDT 2009,NO_QUERY,eliphas,@scottiewilson too much Glenfiddich i guess
1,1691861549,Sun May 03 18:46:02 PDT 2009,NO_QUERY,MrVegasNYC,@brookandthecity I hear dudes do that quite often - to each its own (no judgement) if he likes it - I guess she loves it
1,1677362464,Sat May 02 01:41:24 PDT 2009,NO_QUERY,JRKNaughtyNurse,"@JonathanRKnight the list goes on and on If you ever feel compelled to share,I would be willing 2 listen! It could b our little secret :p"
1,1469957773,Tue Apr 07 07:55:39 PDT 2009,NO_QUERY,britothed,I love spontaneous road trips
0,1753736029,Sun May 10 03:10:08 PDT 2009,NO_QUERY,afeitar,@charlotterich Bravissimo do shirts for 'curvy girls' but they're expensive I hate it when my buttons pop open! Inappropriate or what?
0,1755641129,Sun May 10 09:39:21 PDT 2009,NO_QUERY,eMac83,"@CRSAlexander im good darlin its been awhile! how are you? yea i saw the game, sad face ill be in dallas in a few weeks, party? ;) lol"
1,1685841015,Sun May 03 02:21:47 PDT 2009,NO_QUERY,MissxMarisa,@Zanna85 I can't reply to DM's the bus isn't running so my ex left work is getting me haha oh man...at least I met Stephen!
0,1692748721,Sun May 03 20:41:34 PDT 2009,NO_QUERY,joshuawhite,"this weekend i watched: superbad, haunting in connecticut, juno, knocked up &amp; borat. juno didn't have enough wit to make up for the rest"
1,1468220739,Tue Apr 07 00:22:33 PDT 2009,NO_QUERY,Olijah_Angel,my ex boyfriend once blamed me for making the freckles on his skin raise above the surface. he thought I'd done it to him. i said wtf
0,1760202347,Sun May 10 20:55:07 PDT 2009,NO_QUERY,kelly246,M'e over home editiom from vegas made me cry tonite.
0,1690897677,Sun May 03 16:37:49 PDT 2009,NO_QUERY,1nOnlyRose,These poor babies probably have dirty diapers I am so hatin these baby mommas right now!
1,1685004758,Sat May 02 22:44:11 PDT 2009,NO_QUERY,laurencrosby,Catching up with family and playing our favorite game of Yahtzee!
1,1685387769,Sun May 03 00:10:22 PDT 2009,NO_QUERY,AudriLucasey,colbie caillat is my favorite.
0,1468723369,Tue Apr 07 03:22:43 PDT 2009,NO_QUERY,addiiee,@ZeenaV Sims 2 shut down on me again.
1,1686353347,Sun May 03 05:02:58 PDT 2009,NO_QUERY,StylishJr1,yh we all got food n now daisy wants evry1 food although she has eaten hers spaz!
0,1557879890,Sun Apr 19 06:24:32 PDT 2009,NO_QUERY,Katie_lou82,"can't get photo on here, it says they're too big"
1,1469293254,Tue Apr 07 05:54:49 PDT 2009,NO_QUERY,mlvalentine,@suredoc Welcome to my Tweets. Looking forward to getting to know you.
1,1565915941,Mon Apr 20 07:49:57 PDT 2009,NO_QUERY,Samatchmaker,Cool! Congrats Better! You are famous!!!
1,1686826510,Sun May 03 06:54:26 PDT 2009,NO_QUERY,weird_girl,"awake by myself. it's very peaceful with everyone else sleeping. i think i'll watch some Welcome Back, Kotter!"
1,1563850158,Mon Apr 20 00:33:07 PDT 2009,NO_QUERY,jonaynayy,Casino for my hour lunch
1,1676712295,Fri May 01 22:55:47 PDT 2009,NO_QUERY,LEM1985,"up for work again..just thinking 3 days off next week..plus going out 2moro nite,getting drunkety drunk...bring on the sambuca shots."
1,1676954646,Fri May 01 23:51:22 PDT 2009,NO_QUERY,cjaxon,@papercraftsbyk @lindawoods think we can find a &quot;brad Pitt-type&quot; guy along the way. Thelma and Louise style
0,1557800977,Sun Apr 19 06:03:42 PDT 2009,NO_QUERY,epizzle04,Sheesh...we overslept for church I'm saddened
1,1691307467,Sun May 03 17:34:08 PDT 2009,NO_QUERY,nathanOUTloud,@davidbadash thank you for the #samesexsunday mention!
0,1551428919,Sat Apr 18 09:02:03 PDT 2009,NO_QUERY,jacequest,Melanie fails. And I can't find the directions to the hair show I was gonna go to.
0,1752257273,Sat May 09 21:26:25 PDT 2009,NO_QUERY,myu_myu,smh at me working till 9pm on mothers day n my moms be making dinner for me...
1,1468251755,Tue Apr 07 00:33:11 PDT 2009,NO_QUERY,mojosanjay,@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot;
1,1678976561,Sat May 02 08:13:16 PDT 2009,NO_QUERY,xSugarHIGH,@stepphond - lol at me arguing withh that man last night . i was finna fight him lmao
1,1556687281,Sat Apr 18 23:52:58 PDT 2009,NO_QUERY,rockstarchick,So happy that I can live vicariously through other NKOTB girls when they go to shows!
1,1565364923,Mon Apr 20 06:34:45 PDT 2009,NO_QUERY,FunFitFamily,"@TCusack247 Absolutely. I unfollow negativity, profanity, excess spam, and those that refuse to follow back (love www.friendorfollow.com)"
1,1691269235,Sun May 03 17:29:03 PDT 2009,NO_QUERY,TraceyHewins,@nuttychris hopefully but somehow....I doubt it
0,1752503381,Sat May 09 22:06:22 PDT 2009,NO_QUERY,squiligi,I should probably go to bed. I miss Jim
1,1693954534,Mon May 04 00:26:51 PDT 2009,NO_QUERY,Cinnny,@DavidArchie have you gotten to do any shopping over there? buy anything cool?
0,1470011786,Tue Apr 07 08:05:06 PDT 2009,NO_QUERY,elysiabrooker,@ChrisHaddad Where are you Haddad? Maybe my Tweetdeck just doesn't like your updates but I haven't seen you at all!!
1,1554197219,Sat Apr 18 16:20:09 PDT 2009,NO_QUERY,mmmajhi,@schlanghole let me write up a business plan and I'll get back to you asap thanks for the opportunity.
1,1573347512,Tue Apr 21 00:45:34 PDT 2009,NO_QUERY,kayasmith,mr has said i can get a new laptop wooo hoooo
0,1553974642,Sat Apr 18 15:43:25 PDT 2009,NO_QUERY,BrandonJT,I want Arbys for dinner but everyone else wants Chilis!
1,1680129085,Sat May 02 10:58:17 PDT 2009,NO_QUERY,cdwithee,going to a margarita party tonight
1,1556449234,Sat Apr 18 22:52:59 PDT 2009,NO_QUERY,NanaMex,"G'day Fellow Twitters. Slept in this Sunday, nice Hope all are well &amp; life is good for each and every one of you. Welcome new followers!"
0,1556239748,Sat Apr 18 22:06:43 PDT 2009,NO_QUERY,Arbanita,coachella i want to go
0,1468481866,Tue Apr 07 01:56:30 PDT 2009,NO_QUERY,crimsy,"Marley and Me. I am crying like a kid, but a good movie. Have a good night people"
0,1675755628,Fri May 01 20:15:22 PDT 2009,NO_QUERY,oddbunny,I'm also sad that I am not at Bamboozle with my friends.
1,1556360723,Sat Apr 18 22:32:32 PDT 2009,NO_QUERY,MariiWilliams,@ciphasounds happy birthday -- from gilligan's island maryann
1,1469672811,Tue Apr 07 07:04:53 PDT 2009,NO_QUERY,Meliciousx3,@ddlovato sombody told me that you'll come to germany when will you come? please answer or reply ? &lt;3
0,1694395634,Mon May 04 02:26:04 PDT 2009,NO_QUERY,joulic,@Celibatman not that kind of wedding
0,1551676834,Sat Apr 18 09:41:10 PDT 2009,NO_QUERY,presentcorrect,@miss_pook You were right! but not the 10th
0,1695220785,Mon May 04 05:33:37 PDT 2009,NO_QUERY,Bairdie11,@dougiemcfly Count yourself lucky you're not away to a bloody exam on a bank holiday
0,1572934660,Mon Apr 20 23:04:58 PDT 2009,NO_QUERY,metanoia75,The Tech lay-offs scorecard - it's not good and nor is it going to get prettier http://tinyurl.com/68ocnc
1,1685627038,Sun May 03 01:16:01 PDT 2009,NO_QUERY,TRON_Lord,looking forward to coming week. have managed to get a few things done over the w/end
1,1550995123,Sat Apr 18 07:51:20 PDT 2009,NO_QUERY,trancemade,@mantis21 The Blizzard #ASOT400
0,1469610744,Tue Apr 07 06:53:58 PDT 2009,NO_QUERY,internalquest,@LadiOfDaDMV im like it goes from north face coats to cotton v necks...i cop jackets for no reason
1,1693266473,Sun May 03 22:01:50 PDT 2009,NO_QUERY,FullofGiggles,Marcy Playground - Sex and Candy 1997 who's that lounging in my chair.. Yeah mamma this surely is a dream!
1,1573047681,Mon Apr 20 23:30:53 PDT 2009,NO_QUERY,snifshot,@LMFAONEWS sup LMFAO come to europe one day soon!!!!!!
1,1551395786,Sat Apr 18 08:56:54 PDT 2009,NO_QUERY,wazzupwitchu,@davidrankin Possibly 4.
1,1680883599,Sat May 02 12:43:04 PDT 2009,NO_QUERY,qostid92,got ma internet bak but dobbs has apparently signed for swansea and we got humped so an inbetween day
1,1557336211,Sun Apr 19 03:28:53 PDT 2009,NO_QUERY,MissFarrah,"@Lmhustle4life Thanx Luv ! Let me now what U think after U check it out,but don't go 2 hard on me it's my 1st Film &amp; I wore A LOT of hats"
0,1759303375,Sun May 10 18:55:08 PDT 2009,NO_QUERY,ohnoxitsalyssa,"gawd, everyone hates me."
0,1559129380,Sun Apr 19 10:20:13 PDT 2009,NO_QUERY,LUCYADLER,is in the library......bad times
0,1675862716,Fri May 01 20:30:31 PDT 2009,NO_QUERY,alcal,is doing stupid things she doesn't want to do
0,1558909938,Sun Apr 19 09:44:26 PDT 2009,NO_QUERY,nessie111,@keza34 lol not in the bin aswell i'll be the only 1 left hmmm can we get a cat? tho lmao jj
0,1792264558,Wed May 13 22:37:51 PDT 2009,NO_QUERY,ttgarrett,@timeladyk Most of the loose ends are amazingly wrapped. There are one or two they they are leaving loose because of actor schedules
1,1556665980,Sat Apr 18 23:47:17 PDT 2009,NO_QUERY,ikaff3inei,hey kevin! what it doo-doo..
0,1686211409,Sun May 03 04:20:58 PDT 2009,NO_QUERY,nisaho,@raihanamcfly lol! yeah! how pathetic! now im excited to see singapore idol... it'll be a good joke.
0,1754927374,Sun May 10 07:47:14 PDT 2009,NO_QUERY,linnetwoods,"@RalphBassfeld I wish I knew who'd tweeted it so I could credit them - I clicked on the link and, when I got back the tweet was gone"
1,1563698283,Sun Apr 19 23:52:37 PDT 2009,NO_QUERY,kulturbrille,"@papayagirl And then another, and another, and another... It's turtles all the way to the end."
1,1553493726,Sat Apr 18 14:25:06 PDT 2009,NO_QUERY,tweetles,@SilknPearls I got to enjoy it at home for a change! In the city! Not having to go or move away to the country.
1,1559741561,Sun Apr 19 11:56:00 PDT 2009,NO_QUERY,angelaxjonas,"@itsjamieeexo hahaha, yo thats beastly. LMAO"
0,1558523385,Sun Apr 19 08:38:12 PDT 2009,NO_QUERY,fellownamedjon,*DONT CALL MY PHONE* I dont have it anymore
1,1565761762,Mon Apr 20 07:29:55 PDT 2009,NO_QUERY,PumaSwede,You have a great day too
1,1677057983,Sat May 02 00:16:42 PDT 2009,NO_QUERY,Dpale,Gala was fun - Staff of the Year &lt;3 ... Last Night of Duty...can't wait for next Friday
1,1556845305,Sun Apr 19 00:37:59 PDT 2009,NO_QUERY,coco_cat,is super excited about going to Sydney next month
0,1759419816,Sun May 10 19:10:20 PDT 2009,NO_QUERY,nancy1221,So my vacation is coming to an end back to work 2morro
1,1677810726,Sat May 02 04:06:47 PDT 2009,NO_QUERY,artymiss,"@beachbms Hey you! Long time no speak but hope you're ok!! Happy Saturday, hope you have a great weekend!!!"
0,1470041695,Tue Apr 07 08:10:20 PDT 2009,NO_QUERY,eliORO,Man...now CollegeHumor has a thing on their site about real life achievements. we should of capitalized when we had the chance.
0,1694922842,Mon May 04 04:36:58 PDT 2009,NO_QUERY,Gemmaboyle,@Rowdyeh Well it supposed to be getting sunnier here not duller Oh well nothing really surprises me with the weather in Britain haha x
1,1467990366,Mon Apr 06 23:08:55 PDT 2009,NO_QUERY,strawbrykiwi,@tweeterdiva already did!
0,1557245773,Sun Apr 19 02:53:57 PDT 2009,NO_QUERY,jamielewislewis,"@charlottejvale morning bruce, hope all is well? i overlayed ring me when you're up... love you xxx"
1,1686485647,Sun May 03 05:38:12 PDT 2009,NO_QUERY,KimWood,@MayaREGuru Good morning Dear! Thanks for the compli - but I'm bored... time to change. That snap has been there a while
1,1685539250,Sun May 03 00:51:10 PDT 2009,NO_QUERY,poppyscorner,@BuddyThePuggy u r right!!!!! i'll try to make one today though poppy's been to the hairdresser and her hair is TOO short!!!!
0,1759722517,Sun May 10 19:50:33 PDT 2009,NO_QUERY,LacyAltman,Not feeling good today Laying down
0,1791600191,Wed May 13 20:34:41 PDT 2009,NO_QUERY,Jaicenia,Look at my @dboy8199 MY lil homeboy even tho he dont call me nomore http://twitgoo.com/379e
1,1573910604,Tue Apr 21 03:26:09 PDT 2009,NO_QUERY,sumants,@toothsoup Last.FM has native radio clients for both Windows and Mac. You don't need Amarok.
0,1470128649,Tue Apr 07 08:26:00 PDT 2009,NO_QUERY,jjcox315,@ bc Its not even funny
0,1677904422,Sat May 02 04:35:54 PDT 2009,NO_QUERY,willemjc,@Tori_Amelia zomggg. i made a hot chocolate at training today with the thing that heats and frothsss...im about half done the assignment
0,1557354238,Sun Apr 19 03:35:37 PDT 2009,NO_QUERY,sannebuurma,"Good oppurtunity to give my Flip Mino HD a good test. So far I had been unable to get flipshare running properly, due to ffdshow codec"
1,1692925117,Sun May 03 21:06:53 PDT 2009,NO_QUERY,carrie_kay,@GinniferLoraine HAHA I just finished watching Hannah Montana too
0,1770651963,Mon May 11 21:53:17 PDT 2009,NO_QUERY,nenehurd,@Teairra_Monroe U dont live in Detroit no more If u dont u still r the greatest do ya thing Teairra! Double Kisses.. Follow Me
0,1676557744,Fri May 01 22:24:43 PDT 2009,NO_QUERY,dannigyrl,This cig smoke is giving me a headache. Ugh
1,1557765337,Sun Apr 19 05:54:04 PDT 2009,NO_QUERY,LaurenGent,"@esmeeworld Tell me about it i was watching Britains got talent last night and wow yes he is amazing, such strong voice xxxxx"
1,1468282556,Tue Apr 07 00:43:57 PDT 2009,NO_QUERY,LaurayShine,@Tyrese4ReaL GOOD NIGHT MR GIBSON.
0,1553110141,Sat Apr 18 13:24:01 PDT 2009,NO_QUERY,BillBogiages,@steveagee damn spammers are killing that chat room you set up. Well we can still watch you suffer i guess !
0,1753346617,Sun May 10 01:11:36 PDT 2009,NO_QUERY,Olliie,Checking up on kittens now
1,1468252081,Tue Apr 07 00:33:18 PDT 2009,NO_QUERY,serbulent,@cartman +1
0,1676954892,Fri May 01 23:51:26 PDT 2009,NO_QUERY,MusicianGirl,"GRRRRRRR! The puppy started whining again, and won't shut up. I'm never going to sleep again..."
0,1677848547,Sat May 02 04:18:51 PDT 2009,NO_QUERY,johnmccafferty,7am Derby Day Just fed my horses. Gave em a little xtra. Getn ready to go to Derby. Starting to rain and cold. Going to be a wet Ky Derby
0,1687273644,Sun May 03 08:15:06 PDT 2009,NO_QUERY,SamBranda,packing up all my stuff official Florida State grad
0,1753340130,Sun May 10 01:09:49 PDT 2009,NO_QUERY,GregGiant,In my lil bros room with my homies and U-N-I. . .cool ass dudes man...don't think I'll be gettin ne shut eye 2nite tho...
0,1686184069,Sun May 03 04:12:17 PDT 2009,NO_QUERY,beminevalentine,i miss my husband
0,1563829965,Mon Apr 20 00:27:36 PDT 2009,NO_QUERY,Jonas_Dreamgirl,@andyclemmensen i wish i could come but im in perth *sigh*
0,1676941800,Fri May 01 23:48:12 PDT 2009,NO_QUERY,jesciak,@GREGMIKE dag! I would have been down but I just made it into k town
0,1556676514,Sat Apr 18 23:50:04 PDT 2009,NO_QUERY,BudweiserBeers,by @CalacaVera: Note to self: don't mix tequila and budweiser. Its no bueno
1,1679948710,Sat May 02 10:33:08 PDT 2009,NO_QUERY,cycoivan,Oh yeah! 1st beer brats of the spring. I'm loving it http://twitpic.com/4ey91
0,1694491311,Mon May 04 02:52:14 PDT 2009,NO_QUERY,orchidnoire,I already get Mondays off on my school timetable D: I feel cheated and I have another 5 weeks till I'm on my summer hols... life is hard!
0,1770826401,Mon May 11 22:21:22 PDT 2009,NO_QUERY,xjamie,"I have been sleeping all day! I had a dream that there was a murderer at school, Antmen and I separated, and Matt couldn't pick me up"
